2026-05-04 12:14:50.678, [FLASH ERASE] START
2026-05-04 12:14:52.284, [FLASH BUSY]
2026-05-04 12:14:54.280, [FLASH BUSY]
2026-05-04 12:14:56.288, [FLASH BUSY]
2026-05-04 12:14:58.289, [FLASH BUSY]
2026-05-04 12:15:00.281, [FLASH BUSY]
2026-05-04 12:15:02.290, [FLASH BUSY]
2026-05-04 12:15:04.261, [FLASH BUSY]
2026-05-04 12:15:06.288, [FLASH BUSY]
2026-05-04 12:15:08.282, [FLASH BUSY]
2026-05-04 12:15:10.273, [FLASH BUSY]
2026-05-04 12:15:12.301, [FLASH BUSY]
2026-05-04 12:15:14.299, [FLASH BUSY]
2026-05-04 12:15:16.295, [FLASH BUSY]
2026-05-04 12:15:18.286, [FLASH BUSY]
2026-05-04 12:15:20.282, [FLASH BUSY]
2026-05-04 12:15:22.283, [FLASH BUSY]
2026-05-04 12:15:24.309, [FLASH BUSY]
2026-05-04 12:15:26.281, [FLASH BUSY]
2026-05-04 12:15:28.303, [FLASH BUSY]
2026-05-04 12:15:30.288, [FLASH BUSY]
2026-05-04 12:15:31.227, [FLASH ERASE] DONE
2026-05-04 12:15:31.258, [FLASH WRITE] START
2026-05-04 12:15:31.289, [FLASH WRITE] 0x0
2026-05-04 12:15:31.944, [FLASH WRITE] 0x10000
2026-05-04 12:15:32.599, [FLASH WRITE] 0x20000
2026-05-04 12:15:33.285, [FLASH WRITE] 0x30000
2026-05-04 12:15:33.970, [FLASH WRITE] 0x40000
2026-05-04 12:15:34.656, [FLASH WRITE] 0x50000
2026-05-04 12:15:35.312, [FLASH WRITE] 0x60000
2026-05-04 12:15:35.996, [FLASH WRITE] 0x70000
2026-05-04 12:15:36.652, [FLASH WRITE] 0x80000
2026-05-04 12:15:37.367, [FLASH WRITE] 0x90000
2026-05-04 12:15:38.022, [FLASH WRITE] 0xA0000
2026-05-04 12:15:38.709, [FLASH WRITE] 0xB0000
2026-05-04 12:15:39.379, [FLASH WRITE] 0xC0000
2026-05-04 12:15:40.095, [FLASH WRITE] 0xD0000
2026-05-04 12:15:40.749, [FLASH WRITE] 0xE0000
2026-05-04 12:15:41.432, [FLASH WRITE] 0xF0000
2026-05-04 12:15:42.102, [FLASH WRITE] 0x100000
2026-05-04 12:15:42.787, [FLASH WRITE] 0x110000
2026-05-04 12:15:43.461, [FLASH WRITE] 0x120000
2026-05-04 12:15:44.135, [FLASH WRITE] 0x130000
2026-05-04 12:15:44.812, [FLASH WRITE] 0x140000
2026-05-04 12:15:45.500, [FLASH WRITE] 0x150000
2026-05-04 12:15:46.185, [FLASH WRITE] 0x160000
2026-05-04 12:15:46.836, [FLASH WRITE] 0x170000
2026-05-04 12:15:47.519, [FLASH WRITE] 0x180000
2026-05-04 12:15:48.210, [FLASH WRITE] 0x190000
2026-05-04 12:15:48.884, [FLASH WRITE] 0x1A0000
2026-05-04 12:15:49.556, [FLASH WRITE] 0x1B0000
2026-05-04 12:15:50.236, [FLASH WRITE] 0x1C0000
2026-05-04 12:15:50.920, [FLASH WRITE] 0x1D0000
2026-05-04 12:15:51.605, [FLASH WRITE] 0x1E0000
2026-05-04 12:15:52.272, [FLASH WRITE] 0x1F0000
2026-05-04 12:15:52.961, [FLASH WRITE] 0x200000
2026-05-04 12:15:53.634, [FLASH WRITE] 0x210000
2026-05-04 12:15:54.321, [FLASH WRITE] 0x220000
2026-05-04 12:15:54.990, [FLASH WRITE] 0x230000
2026-05-04 12:15:55.676, [FLASH WRITE] 0x240000
2026-05-04 12:15:56.328, [FLASH WRITE] 0x250000
2026-05-04 12:15:57.020, [FLASH WRITE] 0x260000
2026-05-04 12:15:57.709, [FLASH WRITE] 0x270000
2026-05-04 12:15:58.384, [FLASH WRITE] 0x280000
2026-05-04 12:15:59.042, [FLASH WRITE] 0x290000
2026-05-04 12:15:59.737, [FLASH WRITE] 0x2A0000
2026-05-04 12:16:00.390, [FLASH WRITE] 0x2B0000
2026-05-04 12:16:01.064, [FLASH WRITE] 0x2C0000
2026-05-04 12:16:01.781, [FLASH WRITE] 0x2D0000
2026-05-04 12:16:02.434, [FLASH WRITE] 0x2E0000
2026-05-04 12:16:03.139, [FLASH WRITE] 0x2F0000
2026-05-04 12:16:03.794, [FLASH WRITE] 0x300000
2026-05-04 12:16:04.478, [FLASH WRITE] 0x310000
2026-05-04 12:16:05.152, [FLASH WRITE] 0x320000
2026-05-04 12:16:05.820, [FLASH WRITE] 0x330000
2026-05-04 12:16:06.504, [FLASH WRITE] 0x340000
2026-05-04 12:16:07.189, [FLASH WRITE] 0x350000
2026-05-04 12:16:07.875, [FLASH WRITE] 0x360000
2026-05-04 12:16:08.535, [FLASH WRITE] 0x370000
2026-05-04 12:16:09.219, [FLASH WRITE] 0x380000
2026-05-04 12:16:09.906, [FLASH WRITE] 0x390000
2026-05-04 12:16:10.560, [FLASH WRITE] 0x3A0000
2026-05-04 12:16:11.245, [FLASH WRITE] 0x3B0000
2026-05-04 12:16:11.936, [FLASH WRITE] 0x3C0000
2026-05-04 12:16:12.621, [FLASH WRITE] 0x3D0000
2026-05-04 12:16:13.304, [FLASH WRITE] 0x3E0000
2026-05-04 12:16:13.969, [FLASH WRITE] 0x3F0000
2026-05-04 12:16:14.661, [FLASH WRITE] DONE
2026-05-04 12:16:24.709, [WATCHDOG][FLASH] no data for 10s
